index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Ribosome,-0.7816519730636533,-3.697185018579151,0.0,0.0,0.0,90/148,7.21%,RPS27;RPL13A;RNA5S7;RNA5S17;RPS18;RNA5S6;RPL3;RPS5;RPL13;RPS15A;RPL36;RPL37A;RPS21;RPS19;RPSA;RPL18A;RPS3;RPLP2;RPS28;RPL10A;RPL23A;RPS6;RPL39;RNA5S5;RPS20;RPL10;RPLP0;RPL18;RNA5S15;RPL9;RPL32;RPS16;RPS14;RPL7A;RNA5S12;RPS10;RPL27A;RPS25;RPL30;RPL29;RPS17;RPL35;RPS4X;RPS15;RPL12;RPL37;RPL4;RNA5S3;RPS23;RPS29;RNA5S14;RNA5S2;RNA5S1;RNA5S13;RPS7;RPL14;RPL5;RPL27;RPL38;RPL41;RPS3A;RPS8;RPL24;RPL8;RPL19;RPS13;RNA5S4;RPLP1;RPL35A;RPS2;RPS10-NUDT3;RNA5S8;RPS27A;RPL11;RNA5S16;RPL17;RNA5S11;RPS12;RNA5S10;RPL22;RPS26;RPL6;RPS11;RPL23;RPL26;RPL15;RPL31;RPL7;RPL21;FAU
1,prerank,NOD-like receptor signaling pathway,0.6766253072305047,2.4039610376121736,0.0,0.0,0.0,60/143,13.93%,GBP5;GBP1;GBP4;STAT1;OAS3;STAT2;GBP2;OAS1;CASP5;IRF7;AIM2;OAS2;GBP3;IFI16;CYBB;NOD2;IRF9;CASP1;CCL2;RBCK1;P2RX7;RIPK2;MEFV;CARD16;CASP4;IL1B;TANK;GSDMD;TBK1;RNASEL;RNF31;TLR4;PKN2;NAMPT;TNF;XIAP;IFNAR2;NOD1;MAPK14;IFNAR1;CARD6;ANTXR2;RIPK1;ERBIN;NAIP;PRKCD;NLRC4;MYD88;NFKBIA;TXNIP;CTSB;NEK7;CHUK;TAB3;TNFAIP3;NLRP3;PANX1;CARD8;BIRC2;ITPR2
2,prerank,Influenza A,0.6748985839520867,2.3770874848675834,0.0,0.0,0.0,48/129,10.66%,RSAD2;STAT1;CXCL10;OAS3;STAT2;IFIH1;MX1;OAS1;PML;TNFSF10;IRF7;OAS2;FAS;ICAM1;JAK2;EIF2AK2;ADAR;TLR7;IRF9;CASP1;CCL2;MX2;TRIM25;CALCOCO2;IL1B;SOCS3;TBK1;RNASEL;CIITA;HLA-DMB;BAK1;TLR4;HLA-DRA;TNFRSF1A;TNF;HLA-DMA;IFNAR2;HLA-DQB1;IFNAR1;BID;HLA-DPA1;EP300;CREBBP;MYD88;IFNGR2;NFKBIA;HLA-DRB1;HLA-DRB5
3,prerank,Hepatitis C,0.6536018832869612,2.264900165702618,0.0,0.0,0.0,51/113,18.30%,RSAD2;STAT1;CXCL10;OAS3;STAT2;IFIT1;MX1;OAS1;IRF7;OAS2;FAS;EIF2AK2;IRF9;MX2;STAT3;SOCS3;TBK1;RNASEL;RB1;BAK1;TNFRSF1A;TNF;CFLAR;IFNAR2;SOS1;IFNAR1;PPP2R2A;RIPK1;BID;CDKN1A;PIAS1;LDLR;GSK3B;NFKBIA;GRB2;CHUK;APAF1;YWHAG;KRAS;TICAM1;YWHAB;PIK3CA;NFKB1;CASP8;PPP2CB;NRAS;PPP2CA;YWHAE;RAF1;SOS2;CASP3
4,prerank,Systemic lupus erythematosus,0.6813370636897195,2.235666012969584,0.0,0.0,0.0,37/75,16.14%,FCGR1A;H2BC18;C2;TRIM21;C1QB;H4C8;FCGR3B;FCGR2A;CD40;C1QC;HLA-DMB;H2BC4;HLA-DRA;FCGR3A;TNF;HLA-DMA;H3-3A;H2AC19;H2AC18;HLA-DQB1;H2BC21;HLA-DPA1;H2AC7;C1QA;H3C6;H3C4;H3-3B;HLA-DRB1;H2AC20;HLA-DRB5;H3-5;C1R;ACTN1;H4C5;CD86;SSB;HLA-DPB1
5,prerank,Osteoclast differentiation,0.6528311588029582,2.223567512834695,0.0,0.0,0.0,52/107,16.51%,FCGR1A;STAT1;STAT2;SOCS1;IRF9;NCF1;LCP2;LILRB1;FCGR2C;FCGR3B;IL1B;SOCS3;FCGR2A;LILRB3;LILRB4;LILRA6;FCGR3A;TNFRSF1A;TNF;FCGR2B;SIRPB1;JUNB;IFNAR2;RELB;MAPK14;CYLD;IFNAR1;NCF2;LILRB2;CSF1;LILRA1;IFNGR2;GAB2;NFKBIA;LILRB5;GRB2;TGFB1;FOSL2;SPI1;PPP3R1;CREB1;NFKB2;CHUK;RAC1;TGFBR1;TAB2;NCF4;SIRPA;PIK3CA;ITGB3;NFKB1;TGFBR2
6,prerank,Staphylococcus aureus infection,0.7216344795125457,2.2233137185338356,0.0,0.0,0.0,26/47,14.74%,FCGR1A;ICAM1;C2;C1QB;FCGR2C;FCGR3B;FCGR2A;C1QC;HLA-DMB;FPR2;HLA-DRA;FCGR3A;C3AR1;FCGR2B;HLA-DMA;HLA-DQB1;HLA-DPA1;PTAFR;C1QA;HLA-DRB1;HLA-DRB5;KRT23;C1R;FPR1;SELP;SELPLG
7,prerank,Phagosome,0.6429553847212361,2.220826730398132,0.0,0.0,0.0,61/114,20.42%,FCGR1A;TAP2;TAP1;CYBB;NCF1;VAMP3;MARCO;FCGR2C;FCGR3B;TLR2;FCGR2A;CD36;HLA-DMB;CTSS;ATP6V1B2;CTSL;TLR4;CLEC7A;HLA-DRA;FCGR3A;FCGR2B;HLA-DMA;HLA-G;HLA-C;HLA-DQB1;RAB5A;LAMP2;ATP6V1G1;HLA-E;NCF2;TLR6;HLA-DPA1;ATP6V1A;HLA-B;RAB5C;HLA-DRB1;HLA-DRB5;HLA-F;STX12;HLA-A;ATP6V0D1;PIKFYVE;C1R;TCIRG1;RAC1;DYNC1LI1;STX7;NCF4;TUBA1A;TUBB1;HLA-DPB1;ITGB3;ACTB;RAB7A;ATP6V1C1;SEC22B;ATP6V1E1;LAMP1;RILP;HLA-DQA1;ATP6V1D
8,prerank,Tuberculosis,0.6313448851145546,2.2129688373555165,0.0,0.0,0.0,71/136,21.44%,FCGR1A;STAT1;JAK2;NOD2;RIPK2;TLR1;FCGR2C;FCGR3B;IL1B;TLR2;SRC;FCGR2A;CIITA;HLA-DMB;CTSS;TLR4;CLEC7A;HLA-DRA;FCGR3A;TNFRSF1A;TNF;FCGR2B;HLA-DMA;HLA-DQB1;MAPK14;CEBPB;RAB5A;LAMP2;BID;CD74;VDR;TLR6;HLA-DPA1;CAMK2D;EP300;CLEC4E;IL10RB;CREBBP;MYD88;IRAK2;FCER1G;SPHK1;IFNGR2;CASP10;RAB5C;HLA-DRB1;HLA-DRB5;TGFB1;PPP3R1;CREB1;RFX5;ATP6V0D1;BCL10;TCIRG1;APAF1;NFYA;HLA-DPB1;KSR1;NFKB1;CASP8;RAB7A;RAF1;CASP3;LAMP1;TRAF6;SYK;CALML4;HLA-DQA1;ATP6V0A1;CALM2;RHOA
9,prerank,Leishmaniasis,0.6911008212948372,2.2058651053849663,0.0,0.0,0.0,29/62,10.68%,FCGR1A;STAT1;JAK2;CYBB;NCF1;FCGR2C;FCGR3B;IL1B;PTGS2;TLR2;FCGR2A;HLA-DMB;TLR4;HLA-DRA;FCGR3A;TNF;HLA-DMA;HLA-DQB1;MAPK14;NCF2;HLA-DPA1;MYD88;IFNGR2;ITGA4;PTPN6;NFKBIA;HLA-DRB1;HLA-DRB5;TGFB1
