index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Defense Response To Symbiont (GO:0140546),0.7407489095737388,4.002110291941637,0.0,0.0,0.0,61/124,5.85%,GBP5;RSAD2;IFIT3;STAT1;OAS3;ISG15;GBP2;PLSCR1;STAT2;IFIT2;IFI44L;IFIT1;IRF1;IFI6;OASL;RIGI;MX1;IFIH1;IFITM3;IRF7;OAS1;IFI16;RTP4;AIM2;IFIT5;DDX60L;OAS2;MLKL;DDX60;NLRC5;TRIM5;EIF2AK2;BST2;ISG20;IFITM1;ZNFX1;CASP1;MOV10;IRF2;MX2;SAMHD1;TLR8;APOBEC3A;APOBEC3B;CGAS;TLR7;CD40;TLR2;RNASEL;TANK;LILRB1;IFI27;TRIM56;F2RL1;IFITM2;MYD88;APOBEC3G;IFNAR2;NT5C3A;PTPRC;TBK1
1,prerank,Defense Response To Virus (GO:0051607),0.6927723292024207,3.864757550876365,0.0,0.0,0.0,67/156,5.85%,GBP5;RSAD2;IFIT3;CXCL10;STAT1;OAS3;ISG15;GBP2;PLSCR1;STAT2;IFIT2;IFI44L;PML;IFIT1;IRF1;IFI6;OASL;RIGI;MX1;IFIH1;IFITM3;IRF7;OAS1;IFI16;RTP4;AIM2;TRIM21;IFIT5;DDX60L;OAS2;MLKL;DDX60;NLRC5;TRIM5;EIF2AK2;BST2;ISG20;IFITM1;ZNFX1;CASP1;DHX58;TRIM25;MOV10;IRF2;MX2;SAMHD1;TLR8;APOBEC3A;APOBEC3B;CGAS;TLR7;CD40;TLR2;RNASEL;TANK;LILRB1;IFI27;TRIM56;F2RL1;IFITM2;MYD88;APOBEC3G;IFNAR2;USP18;NT5C3A;PTPRC;TBK1
2,prerank,Cytoplasmic Translation (GO:0002181),-0.8151727733169821,-3.5426390404788504,0.0,0.0,0.0,70/91,6.48%,RPS27;RPS7;RPL9;RPS3A;RPS17;RPL39;RPS15A;RPL3;RPSA;RPL7;RPL13A;RPS18;RPLP0;RPL17;RPL13;RPS6;RPS21;RPL41;RPL11;RPL4;RPS3;RPL10;RPL26;RPS4X;RPS20;RPS23;RPL5;RPS5;RPL30;RPS25;RPS14;RPL34;RPL18;RPS19;RPL37A;RPL10A;RPL18A;RPL27A;RPL27;RPS10;RPL22;RPL36;RPL6;RPS8;RPL32;RPL14;RACK1;RPL23A;RPL35;RPS29;RPS28;RPL31;RPL12;RPS27A;RPLP2;RPL37;RPL35A;RPL7A;RPS16;RPL38;RPL29;RPL24;RPS2;RPL21;RPLP1;RPL15;RPL19;RPL8;RPS13;RPS15
3,prerank,Negative Regulation Of Viral Process (GO:0048525),0.7730891641298664,3.484783892418892,0.0,0.0,0.0,28/52,5.47%,RSAD2;STAT1;OAS3;ISG15;PLSCR1;IFIT1;OASL;MX1;IFIH1;IFITM3;OAS1;IFI16;TRIM21;IFIT5;OAS2;EIF2AK2;BST2;ISG20;IFITM1;ZNFX1;ZC3HAV1;APOBEC3A;RNASEL;ZFP36;FAM111A;IFITM2;TRIM27;APOBEC3G
4,prerank,Response To Type II Interferon (GO:0034341),0.7408122949895364,3.4203384721173276,0.0,0.0,0.0,25/49,5.38%,GBP1;GBP5;GBP4;STAT1;GBP2;IFITM3;GCH1;TRIM21;GBP6;NUB1;CXCL16;CCL2;BST2;IFITM1;CASP1;CALCOCO2;MEFV;LGALS9;SP100;CIITA;CD40;TLR2;IFITM2;AIF1;TLR4
5,prerank,Negative Regulation Of Viral Genome Replication (GO:0045071),0.7763106416585055,3.4187034150892295,0.0,0.0,0.0,29/47,8.23%,RSAD2;OAS3;ISG15;PLSCR1;IFIT1;OASL;MX1;IFIH1;IFITM3;OAS1;IFI16;IFIT5;OAS2;EIF2AK2;BST2;ISG20;IFITM1;ZNFX1;ZC3HAV1;APOBEC3A;APOBEC3B;RNASEL;FAM111A;IFITM2;APOBEC3G;SLPI;SRPK1;SHFL;N4BP1
6,prerank,Response To Cytokine (GO:0034097),0.6235352357520247,3.3041260177134646,0.0,0.0,0.0,35/100,5.63%,CD274;STAT1;ISG15;PLSCR1;LAMP3;PML;XAF1;MX1;IFITM3;GCH1;TRIM21;NUB1;CXCL16;EIF2AK2;BST2;IFITM1;ADAR;JAK2;SELL;CALCOCO2;IL1B;MEFV;MX2;LGALS9;IRAK2;SP100;HDAC4;CIITA;CD40;TRIM56;RELB;IFITM2;MYD88;SRC;IFNAR2
7,prerank,Pattern Recognition Receptor Signaling Pathway (GO:0002221),0.6946241237212754,3.1422272079564446,0.0,0.0,0.0,28/47,11.14%,RIGI;IFIH1;TIFA;NOD2;ALPK1;FFAR2;CASP1;DHX58;TRIM25;MEFV;TLR8;CGAS;TLR7;TLR1;TLR2;CLEC4E;TLR5;CTSS;TLR4;LY96;TBK1;TLR6;NOD1;NLRC4;PYCARD;TICAM1;FCN1;NAIP
8,prerank,Regulation Of Viral Genome Replication (GO:0045069),0.6769375045110003,3.138949180777621,0.0,0.0,0.0,23/59,4.39%,RSAD2;OAS3;ISG15;PLSCR1;IFIT1;OASL;MX1;IFIH1;IFITM3;OAS1;IFI16;IFIT5;OAS2;EIF2AK2;BST2;ISG20;IFITM1;ZNFX1;ZC3HAV1;APOBEC3A;RNASEL;FAM111A;IFITM2
9,prerank,Interferon-Mediated Signaling Pathway (GO:0140888),0.7898446561257224,3.078182877585193,0.0,0.0,0.0,18/28,5.89%,STAT1;STAT2;IRF1;IFITM3;OAS2;IFITM1;JAK2;SP100;HDAC4;TANK;IFI27;IL10RB;IFITM2;MYD88;IFNAR1;IFNAR2;TBK1;HCK
10,prerank,Defense Response To Bacterium (GO:0042742),0.5659336884123364,3.051456974865858,0.0,0.0,0.0,44/107,8.71%,GBP1;GBP4;OAS3;ISG15;GBP2;SLAMF8;ANXA3;OAS1;RNF213;GBP3;GBP6;NOD2;OAS2;RBCK1;ZNFX1;CASP1;CASP4;IL1B;MR1;FPR2;PI3;GSDMD;TLR2;RNF31;MYD88;TLR4;HLA-E;FCER1G;RNASE2;SLPI;TLR6;NOD1;AKIRIN2;PRKCD;FGR;CEBPB;MICA;RAB1A;S100A9;LYZ;NLRC4;HLA-A;H2BC21;S100A12
11,prerank,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),0.7109494055135612,3.0407071940252917,0.0,0.0,0.0,27/46,9.84%,GBP5;IFI16;AIM2;NOD2;RIPK2;CASP1;JAK2;STAT3;P2RX7;MEFV;TLR8;LGALS9;GSDMD;LCP1;F2RL1;MYD88;MNDA;TLR4;TMEM106A;CD36;TLR6;TYROBP;CLEC7A;NLRC4;TNF;PYCARD;LILRP2
12,prerank,Regulation Of Immune Response (GO:0050776),0.645193920670417,2.940174432261145,0.0,0.0,0.0,24/55,8.23%,FCGR1A;FCGR1BP;RSAD2;PLSCR1;IRF1;IRF7;BCL6;DHX58;SAMHD1;FCGR3B;LYN;CGAS;FCGR3A;NFE2L2;IL15;HLA-G;IL4I1;HLA-DRA;FKBP1A;FCGR2B;SPPL2A;FGR;XIAP;N4BP1
